"SHREWSBURY LANSDOWNE I-44","SHREWSBURY METROLINK STATION",12,00:15:00,00:15:00
"SHREWSBURY LANSDOWNE I-44","SHREWSBURY METROLINK STATION",12,00:29:00,00:34:00
"SHREWSBURY LANSDOWNE I-44","SHREWSBURY METROLINK STATION",12,12:00:00,12:00:00
"SHREWSBURY LANSDOWNE I-44","SHREWSBURY METROLINK STATION",12,12:15:00,12:15:00
